workerid,proliferate.condition,correct_answer,prime,probeContent,response,rt,slide_number_in_experiment,target,trial_type,catch_trials,subject_information.age,subject_information.assess,subject_information.chinese_country_years,subject_information.chinese_family_years,subject_information.chinese_school_work_years_spoken,subject_information.chinese_school_work_years_written,subject_information.comments,subject_information.education,subject_information.gender,subject_information.otherLanguage,subject_information.problems,subject_information.prolific_ID,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error
19,condition1,1,峽,峽,f,2281,28,述,con,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,1,饑,饑,f,1940,29,餓,sem-sem,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,1,惶,惶,f,2351,30,帝,phon-sem,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,2,遲,夕,j,1731,31,夕,phon-phon,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,2,螺,類,j,1915,32,類,phon-phon,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,1,諒,諒,f,1915,33,經,phon-phon,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,2,檔,諾,j,1690,34,諾,con,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,1,喧,喧,f,1901,35,佈,phon-sem,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,1,城,城,f,1829,36,功,phon-sem,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,2,稻,米,j,1766,37,米,sem-sem,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,1,觸,觸,f,2015,38,屬,phon-phon,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,1,紐,紐,f,2331,39,醜,phon-phon,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,1,擁,擁,f,1805,40,賞,con,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,1,楣,楣,f,1832,41,毛,phon-sem,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,2,跑,剝,j,1604,42,剝,phon-phon,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,1,梯,梯,f,1733,43,帝,phon-phon,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,1,根,根,f,1754,44,候,con,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,2,轎,瞧,j,1664,45,瞧,phon-phon,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,1,槌,槌,f,1696,46,錐,phon-phon,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,1,縮,縮,f,1934,47,素,phon-phon,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,2,脆,微,j,1720,48,微,phon-phon,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,1,擺,擺,f,1755,49,霸,phon-phon,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,1,憾,憾,f,1785,50,敢,phon-phon,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,1,婚,婚,f,2394,52,迷,phon-sem,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,1,松,松,f,1810,53,工,phon-phon,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,2,喜,歡,j,1609,54,歡,sem-sem,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,2,瑰,殺,j,1603,55,殺,con,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,2,輾,斬,j,1690,56,斬,phon-phon,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,1,讚,讚,f,1767,57,成,phon-sem,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,1,寫,寫,f,1903,58,字,sem-sem,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,2,冰,冷,j,2103,59,冷,sem-sem,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,1,提,提,f,1695,60,市,phon-phon,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,2,首,俊,j,2099,61,俊,con,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,2,革,命,j,1666,62,命,sem-sem,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,2,軸,階,j,1604,63,階,con,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,2,謝,社,j,1677,64,社,phon-phon,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,1,擅,擅,f,1984,65,廉,con,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,1,壢,壢,f,1817,66,史,phon-sem,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,1,司,司,f,1827,67,進,con,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,2,錶,示,j,1897,68,示,phon-sem,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,1,財,財,f,1783,69,能,phon-sem,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,1,漢,漢,f,1859,70,隔,con,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,1,遂,遂,f,2046,71,喝,con,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,1,鏗,鏗,j,1673,72,間,phon-phon,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,2,胸,奴,j,1924,73,奴,phon-sem,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,2,奴,隸,j,2069,74,隸,sem-sem,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,1,附,附,f,1996,75,出,phon-sem,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,1,稀,稀,f,1890,76,望,phon-sem,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,2,仗,夫,j,1903,77,夫,phon-sem,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,1,極,極,f,1971,78,損,con,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,2,攤,南,j,2052,79,南,phon-phon,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,2,移,勝,j,2291,80,勝,con,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,2,孝,順,j,2301,81,順,sem-sem,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,1,廁,廁,f,1820,82,所,sem-sem,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,1,邦,邦,f,2766,83,鎖,con,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,1,樣,樣,f,2245,84,輕,con,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,2,源,因,j,1829,85,因,phon-sem,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,2,妹,喂,j,1757,86,喂,phon-phon,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,1,厭,厭,f,1916,87,惡,sem-sem,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,2,耕,警,j,2299,88,警,phon-phon,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,2,滑,谷,j,1776,89,谷,phon-phon,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,1,締,締,f,1823,90,國,phon-sem,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,2,拒,大,j,2084,91,大,phon-sem,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,2,誌,願,j,2482,92,願,phon-sem,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,2,勵,害,j,1714,93,害,phon-sem,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,2,針,線,j,1629,94,線,sem-sem,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,2,陌,擺,j,1771,95,擺,phon-phon,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,2,批,筆,j,1651,96,筆,phon-phon,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,1,余,余,f,1689,97,別,con,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,1,浪,浪,f,2194,98,涼,phon-phon,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,2,仇,恨,j,1809,99,恨,sem-sem,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,1,緊,緊,f,1898,100,張,sem-sem,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,2,尷,尬,j,2927,102,尬,sem-sem,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,2,銀,蓋,j,2056,103,蓋,con,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,2,剪,刀,j,1728,104,刀,sem-sem,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,1,雖,雖,f,1831,105,營,con,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,1,矚,矚,f,2613,106,數,phon-phon,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,1,東,東,f,2000,107,西,sem-sem,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,2,壯,另,j,1884,108,另,con,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,1,堪,堪,f,1940,109,慎,phon-phon,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,2,囚,犯,j,1770,110,犯,sem-sem,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,1,真,真,f,1887,111,實,sem-sem,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,1,個,個,f,2574,112,故,phon-phon,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,2,板,翻,j,1679,113,翻,phon-phon,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,1,暗,暗,f,1921,114,因,phon-phon,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,2,克,服,j,2003,115,服,sem-sem,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,1,戚,戚,f,2049,116,唐,con,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,1,拯,拯,f,2207,117,救,sem-sem,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,1,倖,倖,f,2044,118,福,phon-sem,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,1,摺,摺,f,2072,119,席,phon-phon,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,1,汐,汐,f,1745,120,陽,phon-sem,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,1,夫,夫,f,1878,121,妻,sem-sem,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,1,盪,盪,f,1838,122,棍,con,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,2,泳,遠,j,2122,123,遠,phon-sem,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,1,傢,傢,f,1769,124,人,phon-sem,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,2,結,即,j,1681,125,即,phon-phon,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,1,掘,掘,f,1748,126,區,phon-phon,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,1,村,村,f,1784,127,即,con,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,1,黑,黑,f,1802,128,白,sem-sem,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,1,諷,諷,f,1813,129,刺,sem-sem,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,2,宜,其,j,1709,130,其,con,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,2,燈,山,j,1771,131,山,phon-sem,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,2,烤,試,j,1602,132,試,phon-sem,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,1,楓,楓,f,1662,133,雨,phon-sem,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,2,畢,業,j,1698,134,業,sem-sem,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,1,帳,帳,f,1673,135,煮,con,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,2,危,險,j,1628,136,險,sem-sem,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,1,詞,詞,f,1957,137,絲,phon-phon,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,2,審,判,j,1879,138,判,sem-sem,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,2,嬰,兒,j,1656,139,兒,sem-sem,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,1,羨,羨,f,1823,140,慕,sem-sem,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,2,形,再,j,1598,141,再,con,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,1,佑,佑,f,1831,142,左,phon-sem,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,2,臭,堂,j,1692,143,堂,con,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,1,肥,肥,f,1883,144,胖,sem-sem,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,2,懈,姐,j,1715,145,姐,phon-phon,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,2,棋,實,j,1667,146,實,phon-sem,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,1,糖,糖,f,1782,147,鄰,con,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
19,condition1,1,手,手,f,1846,148,腳,sem-sem,[],25,No,9,25,9,9,无,3,Female,普通话，英文,无,66d0e03800acfdbc181f1450,Chrome,Mac,900,1440,4.313183333333333,
